2022-08-22 08:47:56,270 WARN [main] o.s.w.c.s.GenericWebApplicationContext [AbstractApplicationContext.java:591] Exception encountered during context initialization - cancelling refresh attempt: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'mappingContext' defined in class path resource [org/springframework/boot/autoconfigure/data/elasticsearch/ElasticsearchDataConfiguration$BaseConfiguration.class]: Invocation of init method failed; nested exception is java.lang.IllegalArgumentException:  Unknown indexName. Make sure the indexName is defined. e.g @Document(indexName="foo")
2022-08-22 18:53:45,718 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.159.1:9092) could not be established. Broker may not be available.
2022-08-22 18:53:48,363 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/10.28.207.187:9092) could not be established. Broker may not be available.
2022-08-22 18:53:48,772 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/10.28.207.187:9092) could not be established. Broker may not be available.
2022-08-22 18:53:51,243 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.253.1:9092) could not be established. Broker may not be available.
2022-08-22 18:53:51,979 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.253.1:9092) could not be established. Broker may not be available.
2022-08-22 18:53:54,192 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.159.1:9092) could not be established. Broker may not be available.
2022-08-22 18:53:55,123 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.159.1:9092) could not be established. Broker may not be available.
2022-08-22 18:53:57,317 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/10.28.207.187:9092) could not be established. Broker may not be available.
2022-08-22 18:53:58,205 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/10.28.207.187:9092) could not be established. Broker may not be available.
2022-08-22 18:54:00,550 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.253.1:9092) could not be established. Broker may not be available.
2022-08-22 18:54:01,211 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.253.1:9092) could not be established. Broker may not be available.
2022-08-22 18:54:03,511 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.159.1:9092) could not be established. Broker may not be available.
2022-08-22 18:54:04,124 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.159.1:9092) could not be established. Broker may not be available.
2022-08-22 18:54:06,512 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/10.28.207.187:9092) could not be established. Broker may not be available.
2022-08-22 18:54:07,126 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/10.28.207.187:9092) could not be established. Broker may not be available.
2022-08-22 18:54:09,557 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.253.1:9092) could not be established. Broker may not be available.
2022-08-22 18:54:10,328 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.253.1:9092) could not be established. Broker may not be available.
2022-08-22 18:54:12,446 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.159.1:9092) could not be established. Broker may not be available.
2022-08-22 18:54:13,260 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.159.1:9092) could not be established. Broker may not be available.
2022-08-22 18:54:15,527 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/10.28.207.187:9092) could not be established. Broker may not be available.
2022-08-22 18:54:16,323 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/10.28.207.187:9092) could not be established. Broker may not be available.
2022-08-22 18:54:18,743 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.253.1:9092) could not be established. Broker may not be available.
2022-08-22 18:54:19,256 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.253.1:9092) could not be established. Broker may not be available.
2022-08-22 18:54:21,876 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.159.1:9092) could not be established. Broker may not be available.
2022-08-22 18:54:22,286 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.159.1:9092) could not be established. Broker may not be available.
2022-08-22 18:54:24,913 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/10.28.207.187:9092) could not be established. Broker may not be available.
2022-08-22 18:54:25,214 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/10.28.207.187:9092) could not be established. Broker may not be available.
2022-08-22 18:54:27,743 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.253.1:9092) could not be established. Broker may not be available.
2022-08-22 18:54:28,297 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.253.1:9092) could not be established. Broker may not be available.
2022-08-22 18:54:30,896 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.159.1:9092) could not be established. Broker may not be available.
2022-08-22 18:54:31,193 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.159.1:9092) could not be established. Broker may not be available.
2022-08-22 18:54:34,096 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/10.28.207.187:9092) could not be established. Broker may not be available.
2022-08-22 18:54:34,349 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/10.28.207.187:9092) could not be established. Broker may not be available.
2022-08-22 18:54:37,099 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.253.1:9092) could not be established. Broker may not be available.
2022-08-22 18:54:37,302 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.253.1:9092) could not be established. Broker may not be available.
2022-08-22 18:54:40,056 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.159.1:9092) could not be established. Broker may not be available.
2022-08-22 18:54:40,197 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.159.1:9092) could not be established. Broker may not be available.
2022-08-22 18:54:43,014 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/10.28.207.187:9092) could not be established. Broker may not be available.
2022-08-22 18:54:43,220 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/10.28.207.187:9092) could not be established. Broker may not be available.
2022-08-22 18:54:45,967 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.253.1:9092) could not be established. Broker may not be available.
2022-08-22 18:54:46,168 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.253.1:9092) could not be established. Broker may not be available.
2022-08-22 18:54:49,034 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.159.1:9092) could not be established. Broker may not be available.
2022-08-22 18:54:49,099 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.159.1:9092) could not be established. Broker may not be available.
2022-08-22 18:54:51,979 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/10.28.207.187:9092) could not be established. Broker may not be available.
2022-08-22 18:54:52,040 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/10.28.207.187:9092) could not be established. Broker may not be available.
2022-08-22 18:54:55,188 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.253.1:9092) could not be established. Broker may not be available.
2022-08-22 18:54:55,252 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node 0 (LAPTOP-IR1SK0IG/192.168.253.1:9092) could not be established. Broker may not be available.
